URL,Lastmod,Changefreq,Priority
https://saasstarter-landing.borninsea.com/,2025-03-30,daily,1.0
https://saasstarter-landing.borninsea.com/privacy,2025-03-30,weekly,0.9
https://saasstarter-landing.borninsea.com/terms,2025-03-30,weekly,0.9
